,song,genre,singer,title,tempo1,tempo2,mean_ft1,var_ft1,mean_ft2,var_ft2,mean_mel1,var_mel1,mean_mel2,var_mel2,mean_harm1,var_harm1,mean_perc1,var_perc1,mean_harm2,var_harm2,mean_perc2,var_perc2,mean_sc1,var_sc1,mean_sc2,var_sc2,mean_chroma1,var_chroma1,mean_chroma2,var_chroma2,mean_mfccs1,var_mfccs1,mean_mfccs2,var_mfccs2,zero_crossings_mean1,zero_crossings_var1,zero_crossings_mean2,zero_crossings_var2
0,TWICE  - KNOCK KNOCK.mp3,k-pop,TWICE ,KNOCK KNOCK,0.7159481691627932,0.7159481691627932,0.2655193864184612,0.5273783901734655,0.26991131611960034,0.6144153369195798,0.0,0.8821358810509744,0.013447539825987537,1.0,0.2549363601000701,0.2551134146507973,0.2549367506184637,0.2550211485942172,0.2549362977342572,0.2551921488662185,0.2549353397136684,0.2550452342658895,0.25633474040629856,0.2550493791560464,0.256317926905394,0.2550195909836239,0.2564303474548291,0.25525857120875345,0.2563872109239693,0.2552371342483449,0.2566858603800813,0.2550298562718764,0.256672000376064,0.2550208486051787,0.2553350213123541,0.2552904739081455,0.2554179427541294,0.255352938072411
1,BIGBANG  - 맨정신.mp3,k-pop,BIGBANG ,맨정신,0.6393262071863748,0.6393262071863748,0.2330478985046841,0.4859844302773484,0.2350516645203465,0.5219002394861271,0.0,0.9463395200131786,0.008826588830026155,1.0,0.2227140526096972,0.2229017113239452,0.22271709490763836,0.2228026727113904,0.22271421035092406,0.22294627425828453,0.22272007400495092,0.22280093572031515,0.2243006840830984,0.22277152439564005,0.2239525835572863,0.22278967296648894,0.22398880477206354,0.2229994691730096,0.22404357951872556,0.22298618986849147,0.22442900584867112,0.2228146447108668,0.22463162757117436,0.2227917173812627,0.2230206840465061,0.2229915025715915,0.22305577412474506,0.2230195345577592
2,블랙핑크(BLACKPINK)  - 불장난.mp3,k-pop,블랙핑크(BLACKPINK) ,불장난,0.5927992108535047,0.5927992108535047,0.2623527395164374,0.4227851890028729,0.2640826151425737,0.4692302293686267,0.0,0.8930522223713495,0.005920405862798322,1.0,0.2544585576160221,0.25458844541755904,0.2544607244345026,0.25451057523220544,0.2544592778589048,0.25461551099466523,0.2544624113181769,0.2545322374048616,0.25587149707566204,0.2545726821649873,0.25571754464981744,0.2545313527820398,0.25572113249292816,0.2547907971396191,0.2558018854183098,0.2547814065705412,0.2562124581426073,0.2545651191603132,0.2562659285267007,0.2545479458671394,0.2548389185248205,0.25479786242829205,0.2548749905573094,0.2548257918606308
3,숀  - 습관.mp3,k-pop,숀 ,습관,0.7305830979444834,0.7305830979444834,0.2898726253825199,0.4683947230276153,0.29318094386307336,0.5660177016714407,0.0,0.8014676777098492,0.009816725054209552,1.0,0.28227953472127915,0.2823904268482934,0.28227944217610684,0.28237486837036,0.2822795938610414,0.28249432081497683,0.2822801087747996,0.2823701361887144,0.2835892757008716,0.28235955840909355,0.28354358189500506,0.28236644031051955,0.28363078494280625,0.2826655001952804,0.2836845355647418,0.28263648861306234,0.28428976454878635,0.2823800947003446,0.2842592276516624,0.2823677559714457,0.2826279760787262,0.2825961799757297,0.28263059276924657,0.2825983172145753
4, 마마무  - HIP.mp3,k-pop, 마마무 ,HIP,0.8061132560577817,0.8061132560577817,0.29331232738097457,0.6365890347246796,0.2960143089468105,0.6877892379111119,0.0,0.8672104114997004,0.009614201578322379,1.0,0.283798931598353,0.28404644148398905,0.28379811585089515,0.28392204814427285,0.2837988144427235,0.2840745340645157,0.2837962536855882,0.2839501844334178,0.2850478425881241,0.2838600138744529,0.2850104355343533,0.2838527555770645,0.2854196896682085,0.2841780903255683,0.2854898379515389,0.2841564014653705,0.2858633860244367,0.2839002410633509,0.2857042281660365,0.2838983791334427,0.28413670991242085,0.2841069838599623,0.2841407159496742,0.2841102808377058
5,BIGBANG  - 에라 모르겠다.mp3,k-pop,BIGBANG ,에라 모르겠다,0.7296081055450148,0.7296081055450148,0.34136707702923136,0.5255638753552108,0.34668652521556703,0.6138889350944279,0.0,0.91650873461935,0.008552702083257755,1.0,0.33152893404637096,0.3316290489585191,0.3315265847716609,0.3316315115760141,0.3315243779667821,0.3316923024294641,0.3315222784849132,0.3316634857503957,0.3331875277677625,0.3316539903051787,0.3333966849551398,0.3316150675909509,0.3331422102134547,0.3319625201668537,0.3331426284333518,0.33195610020516353,0.3339471937731973,0.3316325981105745,0.33376676058112903,0.3316413028614212,0.33209860918870665,0.3320238333377939,0.3322318406632045,0.3321186191231099
6,선미  - 주인공.mp3,k-pop,선미 ,주인공,0.861717513290253,0.861717513290253,0.33341205810921165,0.4811606747906563,0.3395654187428677,0.5868227991495087,0.0,0.7861363518089666,0.016111162591130712,1.0,0.3264434408287061,0.3265363686515008,0.32644386914760937,0.3265058549627263,0.3264434218678296,0.326652034086913,0.3264433232601191,0.3265209678768361,0.32806002647792537,0.3266063418198685,0.327631890204621,0.3265190606117352,0.32839865833213633,0.32688836930401405,0.328010890345307,0.3268324912968989,0.3287477360972252,0.32659390730594834,0.3287367157521924,0.3265599135073632,0.3268316670486341,0.3267969977813409,0.327026973998998,0.3269486649215575
7,마마무  -  Piano Man.mp3,k-pop,마마무 , Piano Man,0.6767520642526423,0.6767520642526423,0.2756454957655287,0.3384799350851984,0.2828729748061365,0.4858112498105305,0.0,0.6676533735571053,0.02161304126032626,1.0,0.27210407237542783,0.2721600361153785,0.2721018453200309,0.2721206611860056,0.2721046049647988,0.27223442936782005,0.2721051906835155,0.2721955759372096,0.2730841469209005,0.27217122982608954,0.2732083113744809,0.27215357513260746,0.2736153505905801,0.2724244620583953,0.27339853945663584,0.272432741124215,0.27394266473176504,0.2721935195481085,0.27390791484804355,0.2721883113497921,0.2723009026484912,0.27229018774423697,0.2725327139694099,0.2724817923289501
